start	end	versus	chrom
118587015	118633223	right	chr9
118638943	118661767	left	chr9
118667603	118684953	right	chr9
118701981	118736885	right	chr9
118742282	118799939	left	chr9
118805833	118840271	right	chr9
118845952	118972446	left	chr9
118978106	119006859	right	chr9
119024236	119093011	right	chr9
119099117	119116267	left	chr9
119121826	119236896	right	chr9
119242792	119300114	left	chr9
119305965	119317544	right	chr9
119334513	119345986	right	chr9
119351752	119467134	left	chr9
119472560	119495478	right	chr9
119501322	119639581	left	chr9
119645292	119932650	right	chr9
119938499	120254460	left	chr9
120260353	120634319	right	chr9
120639863	120685855	left	chr9
120691454	120858304	right	chr9
120864337	120962176	left	chr9
120973170	121007909	right	chr9
121013883	121157458	left	chr9
121169046	121254987	right	chr9
121260963	121473781	left	chr9
121479233	121582725	right	chr9
121600256	121634889	right	chr9
121640494	121939468	left	chr9
121945022	122261495	right	chr9
122266895	122531855	left	chr9
122537170	122957281	right	chr9
122962778	123043214	left	chr9
123049045	123100776	right	chr9
123106709	123233403	left	chr9
123238853	123261706	right	chr9
123267877	123480218	left	chr9
123486295	123601094	right	chr9
123607111	123721770	left	chr9
123733558	123865460	right	chr9
3124391	3193159	left	chr10
3198855	3302368	right	chr10
3308149	3331419	left	chr10
3342936	3354485	left	chr10
3360021	3544266	right	chr10
3549612	3567268	left	chr10
3572797	3590207	right	chr10
3618932	3716524	right	chr10
3722168	3906450	left	chr10
3917786	4124872	right	chr10
4130604	4141996	left	chr10
4147919	4303200	right	chr10
4308561	4895499	left	chr10
4900775	4981639	right	chr10
4986991	5073485	left	chr10
5079089	5211343	right	chr10
5217321	5280534	left	chr10
5286363	5441653	right	chr10
5447113	5458939	left	chr10
5464535	5648555	right	chr10
5671272	5694553	left	chr10
5699999	5798087	right	chr10
5809505	5826936	right	chr10
5832560	5970544	left	chr10
5976332	5993628	right	chr10
5999150	6177533	left	chr10
6183068	6194722	right	chr10
6206192	6367534	left	chr10
6373076	6556857	right	chr10
6562484	6689123	left	chr10
6694754	6856186	right	chr10
6861979	6953995	left	chr10
6959442	7068840	right	chr10
7074601	7097559	left	chr10
7114730	7143329	left	chr10
7154984	7600510	right	chr10
7617439	7628855	left	chr10
7640694	7675130	left	chr10
7680722	7784439	right	chr10
7789844	8359474	left	chr10
8364949	8491324	right	chr10
8497450	8612060	left	chr10
8618057	8894093	right	chr10
8899736	9146882	left	chr10
9158274	9170182	right	chr10
9187365	9262086	right	chr10
9278967	9497866	right	chr10
9503298	9704757	left	chr10
9710299	9911939	right	chr10
9917504	10550121	left	chr10
10567153	10774176	right	chr10
10780155	10791314	left	chr10
10797362	11182361	right	chr10
11188396	11510417	left	chr10
11532955	11544618	right	chr10
11550393	11579432	left	chr10
11585111	11619471	right	chr10
11631015	11722956	left	chr10
11728778	11774623	right	chr10
11780442	11884263	left	chr10
11895402	12022233	right	chr10
12027877	12119593	left	chr10
12125462	12269309	right	chr10
12280783	12309582	left	chr10
12315234	12740725	right	chr10
12746206	12775016	left	chr10
12781009	12838428	right	chr10
12844169	13689537	left	chr10
13695225	13936930	right	chr10
13942520	14172416	left	chr10
14178416	14195440	right	chr10
14212943	14247188	right	chr10
14252976	14298999	left	chr10
14304451	14356313	right	chr10
14362038	14483123	left	chr10
14488644	14597838	right	chr10
14609508	14632642	left	chr10
14638143	14701694	right	chr10
14713139	14793752	left	chr10
14805137	14902699	right	chr10
14908558	14960357	left	chr10
14965983	15075091	right	chr10
15092466	15190153	left	chr10
15195974	15293709	right	chr10
15305195	15552405	left	chr10
15558111	15765352	right	chr10
15776868	15920638	left	chr10
15926095	15983546	right	chr10
15995444	16069781	left	chr10
16075895	16184920	right	chr10
16190464	16254220	left	chr10
16259943	16369011	right	chr10
16374466	16483989	left	chr10
16489760	16604956	right	chr10
16610475	16771347	left	chr10
16777164	16909402	right	chr10
16920741	16955539	left	chr10
16961033	16990125	right	chr10
16995772	17053464	left	chr10
17058920	17702964	right	chr10
17708658	17869653	left	chr10
17875634	18111014	right	chr10
18117097	18197432	left	chr10
18203218	18214869	right	chr10
18220383	18231796	left	chr10
18237706	18254893	right	chr10
18260506	18421509	left	chr10
18427388	18559661	right	chr10
18565675	18663216	left	chr10
18669039	18789913	right	chr10
18795436	19013885	left	chr10
19019685	19036838	right	chr10
19042848	19169133	left	chr10
19174800	19186686	right	chr10
19192226	19353368	left	chr10
19358940	19629234	right	chr10
19634985	19652398	left	chr10
19663450	19686540	left	chr10
19692412	19894005	right	chr10
19899335	20020304	left	chr10
20025963	20290391	right	chr10
20296011	20566285	left	chr10
20572244	20583916	right	chr10
20589382	20647064	left	chr10
20652777	20790818	right	chr10
20796527	20813687	left	chr10
20819367	20871131	right	chr10
20876819	20888709	left	chr10
20894106	21026260	right	chr10
21032010	21124341	left	chr10
21129820	21774013	right	chr10
21779922	21906449	left	chr10
21912066	21935041	right	chr10
21957861	22176725	left	chr10
22251188	22262592	right	chr10
22280007	22308707	right	chr10
22314438	22325835	left	chr10
22349053	22383519	right	chr10
22423815	22625017	left	chr10
22630503	22780253	right	chr10
22785749	22998709	left	chr10
23004348	23033120	right	chr10
23039072	23067768	left	chr10
23073671	23096312	right	chr10
23102392	23205678	left	chr10
23211345	23332429	right	chr10
23338104	23372483	left	chr10
23378383	23493310	right	chr10
23504762	23516503	left	chr10
23533248	23544883	left	chr10
23550605	23562210	right	chr10
23573500	23786385	right	chr10
23792141	23809264	left	chr10
23849550	24068395	right	chr10
24074001	24488205	left	chr10
24493548	24758299	right	chr10
24763714	24787246	left	chr10
24792891	24815717	right	chr10
24821200	24965277	left	chr10
24971161	25298897	right	chr10
25304382	25522884	left	chr10
25528506	25798776	right	chr10
25804523	26080854	left	chr10
26086436	26149828	right	chr10
26155281	26494994	left	chr10
26500340	26713013	right	chr10
26719013	26816648	left	chr10
26822262	26943468	right	chr10
26949036	27127151	left	chr10
27138593	27288411	left	chr10
27293989	27317105	right	chr10
27334442	27345894	right	chr10
27351267	27408959	left	chr10
27414716	27501114	right	chr10
27506671	27541211	left	chr10
27558658	27581290	left	chr10
27586991	27702434	right	chr10
27707855	27719324	left	chr10
27742233	27753900	left	chr10
27771028	28029959	right	chr10
28035767	28305845	left	chr10
28317422	28392362	right	chr10
28397993	28490124	left	chr10
28495716	28627892	right	chr10
28633447	28806444	left	chr10
28823603	29001926	left	chr10
29007693	29208509	right	chr10
29220445	29231891	left	chr10
29237693	29657271	right	chr10
29663087	29760735	left	chr10
29766199	29818030	right	chr10
29824118	30082710	left	chr10
30094116	30393453	right	chr10
30416066	30571672	right	chr10
30582903	30686442	left	chr10
30692390	30761046	right	chr10
30766765	30968501	left	chr10
30979599	30996969	right	chr10
31002837	31048875	left	chr10
31071564	31123530	right	chr10
31135176	31255911	right	chr10
31266973	31508921	left	chr10
31514453	31526179	right	chr10
31531944	31755783	left	chr10
31761748	31985986	right	chr10
31991770	32003386	left	chr10
32009002	32187053	right	chr10
32198913	32331136	left	chr10
32336569	32382688	right	chr10
32394357	32480365	left	chr10
32503452	32618296	right	chr10
32624029	32773575	left	chr10
32779617	32929044	right	chr10
32934855	33026955	left	chr10
33032506	33153125	right	chr10
33159126	33245272	left	chr10
33256836	33371623	right	chr10
33377461	33550205	left	chr10
33555900	33636083	right	chr10
33647714	33768343	left	chr10
33779705	34199683	right	chr10
34205561	34539081	left	chr10
34544905	34573629	right	chr10
34579443	34608068	left	chr10
34619602	34705999	right	chr10
34723005	34797914	left	chr10
34803492	34975835	right	chr10
34981793	34993068	left	chr10
34999000	35062416	right	chr10
35068017	35200092	left	chr10
35205949	35240342	right	chr10
35252055	35435957	left	chr10
35441571	35631492	right	chr10
35637107	35740955	left	chr10
35757714	35775110	right	chr10
35792216	35953416	right	chr10
35982017	36396472	left	chr10
36402146	36476999	right	chr10
36482640	36580147	left	chr10
36586159	36649393	right	chr10
36654870	36695466	left	chr10
36706625	36724252	left	chr10
36729772	36959964	right	chr10
36965274	37126302	left	chr10
37132422	37247217	right	chr10
37253193	37350628	left	chr10
37362225	37396882	left	chr10
37402519	37488718	right	chr10
37494669	37615112	left	chr10
37621193	37638025	right	chr10
37643899	37758843	left	chr10
37764686	37914480	right	chr10
37920040	37983030	left	chr10
37988803	38017657	right	chr10
38023692	38086896	left	chr10
38092694	38121139	right	chr10
38132691	38155685	left	chr10
38161252	38276418	right	chr10
38299256	38425797	right	chr10
38431899	38443498	left	chr10
38449182	38569543	right	chr10
38587126	38678760	left	chr10
38684943	39087299	right	chr10
39092767	39133092	left	chr10
39138931	39225320	right	chr10
39230811	39288452	left	chr10
39294093	39409091	right	chr10
39414768	39524237	left	chr10
39529869	39627771	right	chr10
39633645	39736797	left	chr10
39742691	39886594	right	chr10
39892419	39961038	left	chr10
39967013	40047488	right	chr10
40053322	40145436	left	chr10
40150900	40214237	right	chr10
40220105	40323597	left	chr10
40329096	40398392	right	chr10
40403916	40611090	left	chr10
40616746	40708814	right	chr10
40714204	40915654	left	chr10
40921196	40955986	right	chr10
40967292	41151748	left	chr10
41157110	41421602	right	chr10
41427276	41513772	left	chr10
41519463	41605810	right	chr10
41611268	41766637	left	chr10
41772293	41996866	right	chr10
42002204	42088572	left	chr10
42100283	42180693	right	chr10
42186513	42198161	left	chr10
42203490	42312855	right	chr10
42318830	42410730	left	chr10
42416458	42428247	right	chr10
42433749	42571511	left	chr10
42577491	42675163	right	chr10
42680852	42893692	left	chr10
42933890	43071980	left	chr10
43077534	43192823	right	chr10
43198552	43261575	left	chr10
43267397	43543467	right	chr10
43549258	43767684	left	chr10
43773292	43796538	right	chr10
43802157	43813719	left	chr10
43836448	43917303	left	chr10
43923135	44083961	right	chr10
44089621	44187416	left	chr10
44198703	44313991	right	chr10
44325203	44337251	left	chr10
44342942	44486692	right	chr10
44492099	44934770	left	chr10
44940629	45009654	right	chr10
45015355	45159263	left	chr10
45164730	45188001	right	chr10
45193863	45343288	left	chr10
45348956	45515630	right	chr10
45521210	45694198	left	chr10
45699899	45774377	right	chr10
45780444	45872198	left	chr10
45878169	45958376	right	chr10
45964209	46085067	left	chr10
46090598	46309012	right	chr10
46314868	46372521	left	chr10
46378232	46475979	right	chr10
46481769	46579309	left	chr10
46585262	46619993	right	chr10
46631351	46729039	left	chr10
46740622	46803700	right	chr10
46809392	46895595	left	chr10
46901390	47045191	right	chr10
47051059	47177406	left	chr10
47183054	47275143	right	chr10
47280814	47401560	left	chr10
47418940	47608505	right	chr10
47614506	47735330	left	chr10
47740854	47752605	right	chr10
47758137	47798516	left	chr10
47804304	47879227	right	chr10
47884670	47942087	left	chr10
47947790	48246956	right	chr10
48252943	48396440	left	chr10
48402125	48471335	right	chr10
48482547	48626350	left	chr10
48632405	48718693	right	chr10
48729973	48822089	left	chr10
48827450	48839454	right	chr10
48844860	48988925	left	chr10
49000300	49149545	right	chr10
49155228	49327823	left	chr10
49333654	49466104	right	chr10
49471641	49598242	left	chr10
49603917	49701545	right	chr10
49707395	49747813	left	chr10
49753611	49816723	right	chr10
49828330	49954571	left	chr10
49960407	50086969	right	chr10
50092734	50213314	left	chr10
50219297	50288266	right	chr10
50294166	50305745	left	chr10
50310950	50322555	right	chr10
50328491	50339784	left	chr10
50345866	50552810	right	chr10
50558235	50742354	left	chr10
50747959	50834676	right	chr10
50840314	50978038	left	chr10
50984062	51081917	right	chr10
51093270	51122093	left	chr10
51127883	51317338	right	chr10
51334520	51346412	right	chr10
51357871	51369477	left	chr10
51374764	51593618	right	chr10
51598947	51938441	left	chr10
51944218	52300573	right	chr10
52306658	52657429	left	chr10
52662746	52743422	right	chr10
52749023	52973645	left	chr10
52979294	53060005	right	chr10
53065574	53082893	left	chr10
53088271	53232060	right	chr10
53237905	53284155	left	chr10
53289460	53479668	right	chr10
53485160	53651888	left	chr10
53657601	53744202	right	chr10
53761347	53974174	left	chr10
53979710	54002975	right	chr10
54014274	54031619	right	chr10
54037046	54198168	left	chr10
54203861	54330532	right	chr10
54336263	54422278	left	chr10
54428227	54549021	right	chr10
54554894	54652351	left	chr10
54658177	54744642	right	chr10
54750326	54807770	left	chr10
54813401	54899585	right	chr10
54905452	55008937	left	chr10
55014556	55146813	right	chr10
55164050	55192885	left	chr10
55204200	55216134	right	chr10
55221613	55330987	left	chr10
55336573	55359834	right	chr10
55377019	55399979	right	chr10
55405794	55509075	left	chr10
55514958	55612878	right	chr10
55618338	55693336	left	chr10
55698775	55825423	right	chr10
55831047	55871308	left	chr10
55883037	55963467	right	chr10
55969233	55980853	left	chr10
55986267	56371688	right	chr10
56377348	56918108	left	chr10
56923729	56935502	right	chr10
56941131	57055968	left	chr10
57061514	57268731	right	chr10
57280312	57326154	left	chr10
57337794	57475793	right	chr10
57481288	57619638	left	chr10
57625253	57653974	right	chr10
57659538	57769010	left	chr10
57774899	58313578	right	chr10
58319024	58457549	left	chr10
58462870	58474533	right	chr10
58480151	58739134	left	chr10
58744914	58767725	right	chr10
58773257	58813971	left	chr10
58830880	58854195	left	chr10
58876863	59124183	right	chr10
59130138	59227921	left	chr10
59233631	59440348	right	chr10
59446294	59590313	left	chr10
59595740	59630233	right	chr10
59635807	59664883	left	chr10
59670703	59745507	right	chr10
59750968	59837077	left	chr10
59842949	59911960	right	chr10
59917899	60147579	left	chr10
60153541	60165119	right	chr10
60170739	60400685	left	chr10
60406268	60435097	right	chr10
60446869	60464144	right	chr10
60469653	60561894	left	chr10
60567311	60613676	right	chr10
60619186	60653920	left	chr10
60659346	61004407	right	chr10
61010048	61119809	left	chr10
61125446	61177017	right	chr10
61182970	61205653	left	chr10
61211518	61229059	right	chr10
61234534	61303804	left	chr10
61309493	61412837	right	chr10
61418708	61464574	left	chr10
61476178	61608071	right	chr10
61614200	61958952	left	chr10
61964668	62137168	right	chr10
62142960	62188969	left	chr10
62194818	62384534	right	chr10
62390034	62459409	left	chr10
62464869	62528115	right	chr10
62534117	62556893	left	chr10
62562929	62591586	right	chr10
62597249	62723903	left	chr10
62729257	62827115	right	chr10
62833081	63189523	left	chr10
63206749	63701365	left	chr10
63718626	63822136	right	chr10
63827592	63879466	left	chr10
63885233	63954403	right	chr10
63960012	64058035	left	chr10
64063270	64155651	right	chr10
64161110	64264750	left	chr10
64270738	64385612	right	chr10
64391211	64512249	left	chr10
64517761	64621477	right	chr10
64627081	64678587	left	chr10
64684347	64782266	right	chr10
64787804	64891531	left	chr10
64897007	64914778	right	chr10
64926089	64943319	right	chr10
64949133	64966558	left	chr10
64971836	65000884	right	chr10
65006738	65035228	left	chr10
65041238	65138743	right	chr10
65144680	65207687	left	chr10
65213386	65311175	right	chr10
65322535	65414807	left	chr10
65420387	65547105	right	chr10
65552902	65667857	left	chr10
65684978	66001346	left	chr10
66018296	66127583	right	chr10
66133526	66225321	left	chr10
66231012	66329231	right	chr10
66340614	66748611	right	chr10
66754268	66794777	left	chr10
66800618	66915380	right	chr10
66921333	67088236	left	chr10
67093914	67122493	right	chr10
67139559	67151474	right	chr10
67156767	67588420	left	chr10
67593861	67990696	right	chr10
67996675	68094179	left	chr10
68100249	68249325	right	chr10
68255499	68444901	left	chr10
68456513	68473835	right	chr10
68479564	68617437	left	chr10
68634528	68721060	left	chr10
68726813	68847653	right	chr10
68853188	68899324	left	chr10
68905238	69295938	right	chr10
69301828	69434186	left	chr10
69439546	69704494	right	chr10
69721530	69853692	right	chr10
69859525	69917208	left	chr10
69922560	69991952	right	chr10
69997749	70055114	left	chr10
70061000	70158677	right	chr10
70164011	70227685	left	chr10
70238841	70284831	right	chr10
70290702	70618671	left	chr10
70624061	70710629	right	chr10
70733447	71084498	right	chr10
71090010	71199304	left	chr10
71205089	71256853	right	chr10
71262593	71768748	left	chr10
71779889	71814632	right	chr10
71820495	71952435	left	chr10
71958415	72078870	right	chr10
72084946	72148189	left	chr10
72153634	72240063	right	chr10
72251417	72297340	left	chr10
72303025	72406900	right	chr10
72412448	72493052	left	chr10
72498799	72596543	right	chr10
72602076	72705965	left	chr10
72711567	72809097	right	chr10
72814939	72901348	left	chr10
72907097	73171742	right	chr10
73177097	73298096	left	chr10
73303515	73355794	right	chr10
73361334	73464615	left	chr10
73470440	73545067	right	chr10
73550767	73562333	left	chr10
73568338	73625820	right	chr10
73631581	73706529	left	chr10
73711808	73844116	right	chr10
73850093	73988225	left	chr10
73993856	74120093	right	chr10
74125855	74275774	left	chr10
74281406	74425296	right	chr10
74430892	74609216	left	chr10
74614610	74741298	right	chr10
74758695	74776028	right	chr10
74798585	75172639	right	chr10
75178453	75350607	left	chr10
75356529	75552217	right	chr10
75557703	75638259	left	chr10
75644246	75747704	right	chr10
75753270	75891190	left	chr10
75897125	75977578	right	chr10
75983226	76006338	left	chr10
76017910	76034941	left	chr10
76041001	76156056	right	chr10
76161397	76253483	left	chr10
76259137	76333856	right	chr10
76339684	76443449	left	chr10
76449251	76466411	right	chr10
76483388	76495104	right	chr10
76506628	76765118	left	chr10
76771159	76909152	right	chr10
76914601	76926410	left	chr10
76943680	76955147	left	chr10
76961007	77075879	right	chr10
77081470	77161880	left	chr10
77167562	77300134	right	chr10
77305604	77495497	left	chr10
77501391	77552976	right	chr10
77558838	77598818	left	chr10
77604603	77673637	right	chr10
77679274	77783056	left	chr10
77788667	77828891	right	chr10
77834677	77921246	left	chr10
77926639	78179668	right	chr10
78185655	78300574	left	chr10
78306210	78455749	right	chr10
78461367	78869710	left	chr10
78892856	79007762	right	chr10
79013385	79162838	left	chr10
79168996	79548135	right	chr10
79553812	79663202	left	chr10
79669254	79766672	right	chr10
79772479	79795747	left	chr10
79801321	79904785	right	chr10
79910273	79956506	left	chr10
79962171	80008383	right	chr10
80014006	80105866	left	chr10
80112000	80203575	right	chr10
80209582	80301725	left	chr10
80307110	80358817	right	chr10
80364706	80428121	left	chr10
80433598	80543162	right	chr10
80548903	80635163	left	chr10
80640646	80652201	right	chr10
80658186	80761633	left	chr10
80767504	80974477	right	chr10
80979887	81043547	left	chr10
81049221	81146956	right	chr10
81152755	81204545	left	chr10
81210083	81221549	right	chr10
81238767	81250408	right	chr10
81256046	81308065	left	chr10
81313301	81411553	right	chr10
81417064	81457400	left	chr10
81463225	81601058	right	chr10
81871443	82153133	left	chr10
82164419	82176075	right	chr10
82181764	82429181	left	chr10
82434954	82676518	right	chr10
82687765	82699373	left	chr10
82705091	82785380	right	chr10
82791506	82900735	left	chr10
82906008	82917652	right	chr10
82923578	83067123	left	chr10
83073110	83210842	right	chr10
83216742	83418023	left	chr10
83423744	83515579	right	chr10
83521729	83631024	left	chr10
83636434	83653936	right	chr10
83659579	83791780	left	chr10
83803216	84177296	right	chr10
84182998	84303510	left	chr10
84309485	84441352	right	chr10
84447167	84464808	left	chr10
84470336	84498955	right	chr10
84504540	84660055	left	chr10
84665697	84947425	right	chr10
84953151	85028167	left	chr10
85033786	85045305	right	chr10
85062315	85120127	right	chr10
85125585	85540007	left	chr10
85545725	85562652	right	chr10
85580128	85591604	right	chr10
85597453	85695131	left	chr10
85700597	85896539	right	chr10
85901941	86132072	left	chr10
86137773	86200998	right	chr10
86212689	86385057	left	chr10
86391000	86689736	right	chr10
86695537	86821944	left	chr10
86827714	86868052	right	chr10
86873566	87086713	left	chr10
87092411	87207494	right	chr10
87212767	87230357	left	chr10
87236172	87322540	right	chr10
87328215	87425694	left	chr10
87431754	87506171	right	chr10
87511894	87580830	left	chr10
87598390	87678632	left	chr10
87684642	87793995	right	chr10
87799261	87822357	left	chr10
87828416	87880259	right	chr10
87891561	88006534	left	chr10
88012367	88104172	right	chr10
88109878	88202281	left	chr10
88207581	88317054	right	chr10
88322572	88403286	left	chr10
88408934	88489707	right	chr10
88495393	88552813	left	chr10
88558740	88633264	right	chr10
88639001	88759713	left	chr10
88765259	88966713	right	chr10
88972486	88989625	left	chr10
88995257	89122308	right	chr10
89127664	89139463	left	chr10
89145034	89329108	right	chr10
89334529	89357799	left	chr10
89369053	89380641	left	chr10
89386452	89731669	right	chr10
89737421	90243471	left	chr10
90248952	90409836	right	chr10
90415975	90525005	left	chr10
90530669	91054275	right	chr10
91059719	91226331	left	chr10
91232215	91243755	right	chr10
91260793	91278224	right	chr10
91283878	91646087	left	chr10
91651777	91732650	right	chr10
91738027	91795918	left	chr10
91801259	91893655	right	chr10
91904760	91951313	left	chr10
91956569	92089038	right	chr10
92094531	92204043	left	chr10
92209825	92255978	right	chr10
92261367	92319150	left	chr10
92324611	92359366	right	chr10
92393959	92526268	left	chr10
92531726	92549078	right	chr10
92554638	92606576	left	chr10
92612488	92664066	right	chr10
92669707	92750072	left	chr10
92756016	92882684	right	chr10
92888443	92899687	left	chr10
92905520	93072528	right	chr10
93078019	93135729	left	chr10
93141158	93181533	right	chr10
93187240	93285265	left	chr10
93290997	93422856	right	chr10
93428530	93520581	left	chr10
93526416	93584242	right	chr10
93589632	93670498	left	chr10
93675797	93785153	right	chr10
93791195	93871784	left	chr10
93877264	93923509	right	chr10
93928782	94072593	left	chr10
94078714	94095695	right	chr10
94107343	94124780	right	chr10
94130274	94147570	left	chr10
94153016	94239393	right	chr10
94245040	94348733	left	chr10
94354354	94440580	right	chr10
94446412	94521068	left	chr10
94527114	94538461	right	chr10
94549947	94567488	right	chr10
94572820	94717043	left	chr10
94722412	95096332	right	chr10
95102323	95153892	left	chr10
95159742	95315129	right	chr10
95320516	95343697	left	chr10
95355154	95366644	left	chr10
95372592	95475949	right	chr10
95481790	96005048	left	chr10
96010824	96051139	right	chr10
96056652	96211886	left	chr10
96217417	96372837	right	chr10
96395912	96499277	left	chr10
96505011	96608428	right	chr10
96614492	96729236	left	chr10
96735039	96810087	right	chr10
96815769	97022474	left	chr10
97028207	97131713	right	chr10
97137671	97218019	left	chr10
97223908	97344789	right	chr10
97350289	97488485	left	chr10
97505724	97539992	right	chr10
97545869	97586304	left	chr10
97592007	97643583	right	chr10
97649341	97764367	left	chr10
97770099	97816074	right	chr10
97821929	97919552	left	chr10
97925437	98011456	right	chr10
98028827	98098174	left	chr10
98103775	98236155	right	chr10
98241618	98264858	left	chr10
98270375	98322315	right	chr10
98333594	98460107	left	chr10
98471734	98540451	right	chr10
98546526	98632607	left	chr10
98638528	98776344	right	chr10
98782292	98810969	left	chr10
98816680	98845181	right	chr10
98851188	98868626	left	chr10
98874172	99202169	right	chr10
99207756	99500955	left	chr10
99506766	99644889	right	chr10
99650598	99707910	left	chr10
99713812	99926540	right	chr10
99931963	100553345	left	chr10
100558714	100582135	right	chr10
100587437	100690991	left	chr10
100697101	100829096	right	chr10
100834993	100863836	left	chr10
100886477	101030300	right	chr10
101035872	101156762	left	chr10
101162669	101289381	right	chr10
101295052	101404213	left	chr10
101409744	101467264	right	chr10
101473134	101490432	left	chr10
101495901	101668593	right	chr10
101674414	101755004	left	chr10
101760449	101864323	right	chr10
101887222	101985168	left	chr10
101990867	102013653	right	chr10
102036597	102168865	left	chr10
102174835	102249522	right	chr10
102255174	102352953	left	chr10
102358546	102461936	right	chr10
102467920	102554030	left	chr10
102559989	102646146	right	chr10
102651704	102698017	left	chr10
102703413	102755567	right	chr10
102760869	102824486	left	chr10
102829963	102928105	right	chr10
102933656	102945168	left	chr10
102950746	102962499	right	chr10
102967891	102985212	left	chr10
102990891	103025688	right	chr10
103031363	103106015	left	chr10
103111913	103330329	right	chr10
103335997	103462506	left	chr10
103474271	103543279	right	chr10
103549020	103618081	left	chr10
103629264	103732706	right	chr10
103738868	103853621	left	chr10
103859397	103888098	right	chr10
103893828	103917158	left	chr10
103922423	104072370	right	chr10
104089188	104258979	right	chr10
104264356	104327550	left	chr10
104333452	104391082	right	chr10
104396882	104678618	left	chr10
104684122	104822482	right	chr10
104833529	105023534	left	chr10
105029075	105115682	right	chr10
105121184	105230543	left	chr10
105236253	105253420	right	chr10
105270633	105397155	right	chr10
105402743	105483333	left	chr10
105489088	105563784	right	chr10
105569483	105656185	left	chr10
105661654	105713635	right	chr10
105724826	105811127	left	chr10
105816914	105914758	right	chr10
105920693	105972301	left	chr10
105977786	106075929	right	chr10
106081570	106317155	left	chr10
106322724	106495565	right	chr10
106506885	106823166	left	chr10
106829148	106972981	right	chr10
106978573	107076035	left	chr10
107087876	107173771	right	chr10
107185522	107311756	left	chr10
107317625	107455537	right	chr10
107461316	107542096	left	chr10
107547516	107605088	right	chr10
107611186	107702759	left	chr10
107708602	107846545	right	chr10
107852536	107904051	left	chr10
107909917	108318404	right	chr10
108324186	108479151	left	chr10
108484896	108554242	right	chr10
108559579	109077309	left	chr10
109083166	109192413	right	chr10
109198183	109209690	left	chr10
109215320	109307436	right	chr10
109312726	109422476	left	chr10
109428126	109508255	right	chr10
109513998	109577610	left	chr10
109588875	109606287	right	chr10
109612181	109715563	left	chr10
109721242	109819154	right	chr10
109824457	109893583	left	chr10
109904957	109934187	right	chr10
109939646	109974033	left	chr10
109991412	110008608	right	chr10
110014587	110163873	left	chr10
110169483	110750550	right	chr10
110756051	110767530	left	chr10
110773450	110894018	right	chr10
110899733	111020679	left	chr10
111026404	111066791	right	chr10
111072515	111250697	left	chr10
111256663	111411592	right	chr10
111417386	111451781	left	chr10
111457799	111561440	right	chr10
111566735	111716417	left	chr10
111722037	111797050	right	chr10
111802895	112337274	left	chr10
112348713	112452403	right	chr10
112458446	112590651	left	chr10
112596389	112923822	right	chr10
112929827	113021635	left	chr10
113027523	113360780	right	chr10
113366757	113401150	left	chr10
113406808	113493370	right	chr10
113499085	113602732	left	chr10
113613704	113688734	right	chr10
113700090	113723272	left	chr10
113728870	113855334	right	chr10
113872684	114005233	left	chr10
114010615	114102963	right	chr10
114108418	114217807	left	chr10
114223606	114275202	right	chr10
114281110	114361448	left	chr10
114367357	114441966	right	chr10
114447735	114585814	left	chr10
114591296	114608534	right	chr10
114614445	114637332	left	chr10
114642990	114752489	right	chr10
114758295	114850039	left	chr10
114855980	115287399	right	chr10
115292731	115511386	left	chr10
115517047	115551903	right	chr10
115557296	115655304	left	chr10
115678361	115701159	right	chr10
115707008	115833733	left	chr10
115839299	115856593	right	chr10
115868108	115885137	right	chr10
115890947	115977443	left	chr10
115982864	116322031	right	chr10
116328044	116557959	left	chr10
116569201	116598309	right	chr10
116604066	116707364	left	chr10
116713431	116799532	right	chr10
116805183	116816838	left	chr10
116822356	116908966	right	chr10
116914233	116926017	left	chr10
116954552	117138539	right	chr10
117144446	117213378	left	chr10
117218973	117299953	right	chr10
117305246	117500887	left	chr10
117506465	117610289	right	chr10
117616158	117673387	left	chr10
117679349	117771279	right	chr10
117776717	117897992	left	chr10
117903472	117978006	right	chr10
117995687	118587835	left	chr10
118593482	118650825	right	chr10
118668263	118765941	left	chr10
118771657	118852352	right	chr10
118858119	118961391	left	chr10
118967092	119191279	right	chr10
119197347	119231599	left	chr10
119237346	119404022	right	chr10
119409816	119726009	left	chr10
119737790	120180549	right	chr10
120186053	120232014	left	chr10
120238135	120318732	right	chr10
120324064	120393492	left	chr10
120398819	120531304	right	chr10
120536831	120559884	left	chr10
120565703	120600477	right	chr10
120605781	120669138	left	chr10
120674972	120772667	right	chr10
120778305	120876014	left	chr10
120881702	120950894	right	chr10
120956570	121100303	left	chr10
121111833	121238360	right	chr10
121244321	121255769	left	chr10
121261671	121399710	right	chr10
121405444	121422442	left	chr10
121428419	121451274	right	chr10
121456788	121549020	left	chr10
121566024	121687225	left	chr10
121692938	121738704	right	chr10
121744231	122003163	left	chr10
122008733	122066293	right	chr10
122072312	122267632	left	chr10
122290940	122405588	left	chr10
122411268	122647428	right	chr10
122652782	122699149	left	chr10
122704576	123055690	right	chr10
123061394	123464001	left	chr10
123469666	123544237	right	chr10
123550130	123624867	left	chr10
123630523	123705178	right	chr10
123710846	123808533	left	chr10
123814552	124004502	right	chr10
124009986	124119102	left	chr10
124124977	124216904	right	chr10
124228464	124245767	left	chr10
124251499	124303272	right	chr10
124314693	124343741	left	chr10
